scenario_id;data_type;split;monthly_loan_dkk;study_months;initial_debt_dkk;target_debt_dkk
3850;synthetic;train;1385;4;69071;75582.88
3851;synthetic;train;2689;57;54898;235419.54
3852;synthetic;train;1378;61;87139;200103.75
3853;synthetic;test;332;33;99553;122708.0
3854;synthetic;train;3275;84;18329;342166.45
3855;synthetic;train;1766;11;86606;109653.89
3856;synthetic;train;1971;21;9032;52628.71
3857;synthetic;train;2802;69;87923;328315.42
3858;synthetic;train;3691;69;78632;385695.99
3859;synthetic;train;3084;84;46303;360620.8
3860;synthetic;train;2882;69;11628;238542.73
3861;synthetic;train;2624;29;13245;94608.8
3862;synthetic;train;647;10;89775;99402.6
3863;synthetic;train;2933;9;62547;91289.51
3864;synthetic;train;2509;44;60611;189253.99
3865;synthetic;test;3447;44;65959;239965.91
3866;synthetic;train;2170;34;89086;178003.9
3867;synthetic;train;1572;68;60525;196051.46
3868;synthetic;train;2602;64;73594;276961.47
3869;synthetic;train;2144;52;50876;182405.68
3870;synthetic;train;1288;62;87888;196866.27
3871;synthetic;train;2680;65;83035;297885.71
3872;synthetic;train;1395;6;33757;42905.98
3873;synthetic;train;2868;69;51376;287462.74
3874;synthetic;train;2958;7;64413;86915.01
3875;synthetic;test;2580;43;71654;202145.81
3876;synthetic;train;1867;44;60397;158534.79
3877;synthetic;train;3016;21;30025;97909.08
3878;synthetic;train;1591;17;33422;63240.27
3879;synthetic;train;1332;27;41005;82551.69
3880;synthetic;test;1918;59;30294;162109.47
3881;synthetic;train;3212;41;72092;223964.63
3882;synthetic;train;436;15;45356;54394.63
3883;synthetic;test;1391;42;15841;81023.43
3884;synthetic;test;1799;58;72846;203638.3
3885;synthetic;train;943;29;52539;86619.9
3886;synthetic;test;1968;67;39029;196734.88
3887;synthetic;train;2549;75;29837;255804.27
3888;synthetic;train;3127;28;33439;128622.2
3889;synthetic;train;2482;53;54947;209644.57
3890;synthetic;test;878;9;90895;101693.37
3891;synthetic;train;3321;75;51261;349177.31
3892;synthetic;train;3361;40;7550;152662.73
3893;synthetic;train;754;23;37699;58750.72
3894;synthetic;train;3568;28;61262;172125.42
3895;synthetic;test;1028;55;56741;130285.48
3896;synthetic;test;571;39;10539;35817.76
3897;synthetic;train;3378;60;94135;339643.0
3898;synthetic;train;3327;19;70723;140701.91
3899;synthetic;train;380;81;78534;138217.08
3900;synthetic;train;2585;84;84691;362948.24
3901;synthetic;test;3281;9;2369;32466.56
3902;synthetic;train;3652;22;42640;129375.76
3903;synthetic;train;164;53;82078;107430.93
3904;synthetic;test;3198;49;66133;248330.86
3905;synthetic;train;1952;38;55445;142120.71
3906;synthetic;test;3556;22;47019;131892.5
3907;synthetic;train;2286;48;3066;122772.6
3908;synthetic;train;1091;55;69410;149307.76
3909;synthetic;train;2790;84;67303;359853.04
3910;synthetic;test;2202;28;37042;105386.83
3911;synthetic;train;3139;40;71555;216266.61
3912;synthetic;train;471;11;21547;27636.13
3913;synthetic;train;741;51;63711;116751.43
3914;synthetic;train;2120;25;57667;118028.9
3915;synthetic;train;453;40;15497;37117.01
3916;synthetic;train;291;14;11113;15820.33
3917;synthetic;train;1815;46;60739;161155.59
3918;synthetic;train;1670;15;2088;27923.39
3919;synthetic;train;2707;83;28101;296247.0
3920;synthetic;train;777;27;21439;45441.4
3921;synthetic;train;849;42;78521;128633.48
3922;synthetic;train;2706;81;35736;298780.83
3923;synthetic;test;1871;32;4203;67956.53
3924;synthetic;train;1476;22;47872;85254.56
3925;synthetic;train;600;63;84277;146058.81
3926;synthetic;train;3651;8;11763;41729.91
3927;synthetic;train;3672;72;58851;374027.86
3928;synthetic;test;1221;44;53565;119964.17
3929;synthetic;train;3219;45;2754;159722.37
3930;synthetic;train;2658;66;29807;233639.21
3931;synthetic;train;443;12;84078;92936.08
3932;synthetic;train;1700;45;96062;194242.56
3933;synthetic;train;232;18;83325;92779.47
3934;synthetic;test;2052;3;70289;77191.37
3935;synthetic;test;525;66;79783;138193.68
3936;synthetic;train;3132;40;26782;164818.99
3937;synthetic;train;3349;47;63543;244964.55
3938;synthetic;train;518;53;58009;99271.87
3939;synthetic;train;1110;65;13368;97277.85
3940;synthetic;test;2733;81;56726;328778.94
3941;synthetic;train;398;47;52901;82139.11
3942;synthetic;train;2098;23;62609;117821.34
3943;synthetic;train;1003;47;59459;120637.96
3944;synthetic;train;2454;68;88254;298238.08
3945;synthetic;test;2953;67;86881;330593.04
3946;synthetic;test;921;25;53305;81979.28
3947;synthetic;train;1769;59;933;116649.27
3948;synthetic;train;528;63;82197;138438.78
3949;synthetic;train;1148;27;56149;93912.75
3950;synthetic;train;1813;15;50046;80539.12
3951;synthetic;train;3113;62;81728;315172.63
3952;synthetic;train;2446;74;24982;237537.87
3953;synthetic;train;174;10;99246;104376.48
3954;synthetic;test;2433;21;85410;144600.97
3955;synthetic;test;1175;51;24933;94964.05
3956;synthetic;train;360;23;22817;33251.42
3957;synthetic;train;2100;2;23981;28362.17
3958;synthetic;train;2157;34;63594;148989.35
3959;synthetic;train;2491;82;83603;345072.84
3960;synthetic;train;867;59;62724;132945.6
3961;synthetic;train;2258;68;14773;191116.08
3962;synthetic;train;1425;69;89217;222959.16
3963;synthetic;train;141;40;26419;36223.12
3964;synthetic;train;638;5;53805;57929.8
3965;synthetic;test;2536;45;36837;166100.51
3966;synthetic;train;2930;55;90843;286223.09
3967;synthetic;train;1318;21;45574;77588.56
3968;synthetic;train;1926;39;83241;175116.43
3969;synthetic;train;173;45;43023;58385.23
3970;synthetic;train;801;54;80134;143372.02
3971;synthetic;test;2074;8;7528;24573.94
3972;synthetic;train;1602;57;31351;138615.54
3973;synthetic;train;1173;73;1443;98927.02
3974;synthetic;test;302;14;98360;107386.16
3975;synthetic;test;1890;14;31040;59651.5
3976;synthetic;train;3683;59;22369;267717.87
3977;synthetic;train;914;7;77280;85585.22
3978;synthetic;train;522;25;34837;51490.11
3979;synthetic;train;2359;51;79922;226044.64
3980;synthetic;train;1129;33;38863;82819.27
3981;synthetic;test;177;62;53545;78023.28
3982;synthetic;test;1807;84;17884;199069.39
3983;synthetic;train;3682;58;22102;262757.55
3984;synthetic;train;2578;64;36247;229035.25
3985;synthetic;test;1310;71;16027;125390.08
3986;synthetic;test;50;56;90655;112308.8
3987;synthetic;train;1903;12;53923;79456.8
3988;synthetic;train;957;70;61211;152828.4
3989;synthetic;test;1278;53;66710;153774.98
3990;synthetic;train;2579;31;57063;147622.63
3991;synthetic;train;162;34;37801;48170.76
3992;synthetic;train;2031;80;95354;310911.49
3993;synthetic;test;1836;55;10823;123992.98
3994;synthetic;train;1832;58;68280;200214.93
3995;synthetic;train;3660;40;90795;260573.75
3996;synthetic;train;3719;49;9147;209026.53
3997;synthetic;train;1429;65;58068;175959.14
3998;synthetic;test;3558;69;6322;284388.07
3999;synthetic;train;3272;31;81885;197809.95
4000;synthetic;train;1929;39;7244;88712.76
4001;synthetic;train;451;51;56917;92554.75
4002;synthetic;train;2108;14;50994;83686.55
4003;synthetic;test;231;13;49867;55145.66
4004;synthetic;test;2344;56;98195;262842.06
4005;synthetic;train;3245;32;78284;196833.4
4006;synthetic;train;363;73;38664;79340.61
4007;synthetic;train;2888;82;70324;365118.79
4008;synthetic;train;3496;1;17055;20619.5
4009;synthetic;train;2379;46;12048;132492.03
4010;synthetic;train;2729;5;99077;114521.38
4011;synthetic;train;594;38;82330;117529.42
4012;synthetic;train;1953;63;70365;223892.59
4013;synthetic;train;3605;39;97898;261841.17
4014;synthetic;test;1963;76;73264;264379.84
4015;synthetic;test;505;55;87839;136011.31
4016;synthetic;train;487;71;10544;52422.59
4017;synthetic;train;3310;67;15168;267807.88
4018;synthetic;train;2760;10;56803;86836.18
4019;synthetic;train;3510;18;17382;83674.0
4020;synthetic;train;1606;31;4847;57905.68
4021;synthetic;test;1732;22;12444;52988.54
4022;synthetic;train;1048;2;91504;94221.54
4023;synthetic;train;3777;31;87666;220737.64
4024;synthetic;test;1753;77;17313;176477.24
4025;synthetic;test;1081;63;22010;103038.03
4026;synthetic;test;3129;36;40390;165398.87
4027;synthetic;test;1722;68;559;132323.05
4028;synthetic;test;2852;66;82115;313137.93
4029;synthetic;train;3787;66;52869;345834.88
4030;synthetic;train;1771;33;82716;154192.8
4031;synthetic;train;1492;49;9607;90846.85
4032;synthetic;train;1205;23;43502;75813.53
4033;synthetic;train;1908;61;43185;182162.04
4034;synthetic;train;571;46;5468;34802.71
4035;synthetic;train;3226;65;22524;262449.05
4036;synthetic;test;1000;3;36441;39826.66
4037;synthetic;train;145;79;13417;30575.04
4038;synthetic;train;2505;48;23686;158381.02
4039;synthetic;train;3071;10;88681;122960.47
4040;synthetic;train;2813;54;87966;271966.0
4041;synthetic;train;1531;24;15451;55050.5
4042;synthetic;train;3512;34;82939;219510.45
4043;synthetic;train;1263;81;87003;231533.14
4044;synthetic;train;1170;41;79399;142488.05
4045;synthetic;train;859;2;28880;30799.45
4046;synthetic;train;2244;12;33339;62215.92
4047;synthetic;train;3490;7;5034;29910.55
4048;synthetic;train;1610;2;2781;6035.69
4049;synthetic;test;695;9;81088;89913.51
4050;synthetic;train;466;44;70529;103768.34
4051;synthetic;train;2378;55;35773;186720.97
4052;synthetic;train;3377;6;10731;31447.13
4053;synthetic;test;3253;6;19189;39322.98
4054;synthetic;train;658;3;11700;13804.57
4055;synthetic;train;2176;56;8329;144207.98
4056;synthetic;train;3581;9;68701;103560.69
4057;synthetic;train;3041;44;49161;201249.01
4058;synthetic;train;414;21;85059;100235.84
4059;synthetic;train;1324;3;72924;77654.21
4060;synthetic;train;2597;6;5107;20974.78
4061;synthetic;train;442;5;61626;64892.17
4062;synthetic;train;503;51;17614;48877.0
4063;synthetic;train;3695;61;37455;296202.77
4064;synthetic;train;1629;6;5488;15487.34
4065;synthetic;train;2042;2;63835;68365.72
4066;synthetic;train;1453;12;53569;73569.92
4067;synthetic;test;2100;63;19776;171824.32
4068;synthetic;train;2080;71;26999;201057.67
4069;synthetic;train;3173;61;42963;267587.55
4070;synthetic;train;3356;82;23685;348043.32
4071;synthetic;test;3723;1;12925;16703.49
4072;synthetic;train;164;31;93699;109245.74
4073;synthetic;test;2281;52;8483;139794.29
4074;synthetic;train;1961;33;47942;122020.7
4075;synthetic;test;992;17;95205;118125.27
4076;synthetic;train;2121;35;7380;87153.71
4077;synthetic;train;2898;40;38670;168371.35
4078;synthetic;train;2534;12;53320;86567.29
4079;synthetic;train;3279;39;41;136824.41
4080;synthetic;train;873;5;50019;55267.07
4081;synthetic;train;1384;12;68690;88460.81
4082;synthetic;train;671;29;98771;129240.98
4083;synthetic;train;251;21;31784;39553.29
4084;synthetic;train;1933;21;97003;146139.42
4085;synthetic;train;20;80;53480;71629.03
4086;synthetic;train;145;10;10305;12130.54
4087;synthetic;train;1092;28;64119;102479.87
4088;synthetic;train;1182;61;29379;116065.83
4089;synthetic;test;1001;24;32919;60707.04
4090;synthetic;test;3183;21;27326;98653.2
4091;synthetic;test;3636;55;19052;242694.48
4092;synthetic;train;3299;16;16211;71402.32
4093;synthetic;test;1691;59;18930;133457.24
4094;synthetic;train;2862;14;78176;122988.62
4095;synthetic;test;364;40;64017;88731.04
4096;synthetic;test;1009;52;68865;139251.58
4097;synthetic;train;2470;34;77330;175657.01
4098;synthetic;train;2780;28;73342;162221.99
4099;synthetic;test;3490;69;73321;363397.58
4100;synthetic;train;2912;68;28912;258834.42
4101;synthetic;train;2739;17;35845;85916.34
4102;synthetic;train;3551;24;84363;180244.63
4103;synthetic;train;1605;18;9703;40124.34
4104;synthetic;train;2083;38;51134;142543.86
4105;synthetic;train;163;23;394;4328.03
4106;synthetic;train;1149;79;15231;123804.34
4107;synthetic;train;2619;1;56185;59000.01
4108;synthetic;test;3499;29;19716;128419.55
4109;synthetic;train;2168;24;89158;150827.28
4110;synthetic;train;3226;55;63904;271768.2
4111;synthetic;test;2289;62;46020;214447.4
4112;synthetic;train;3685;30;893;117436.9
4113;synthetic;train;2654;56;98099;281841.07
4114;synthetic;train;1502;36;56200;120892.54
4115;synthetic;train;1490;66;42811;163484.83
4116;synthetic;train;2977;36;22510;139420.3
4117;synthetic;train;3764;45;70678;265119.68
4118;synthetic;test;2246;31;97214;181244.5
4119;synthetic;train;1411;84;43080;193949.13
4120;synthetic;train;86;4;97366;99017.59
4121;synthetic;train;2005;33;81138;160607.17
4122;synthetic;train;2345;56;68545;227179.91
4123;synthetic;test;753;8;72804;80883.33
4124;synthetic;test;82;61;12993;21472.39
4125;synthetic;train;997;60;62288;142373.87
4126;synthetic;train;2969;52;4784;174519.5
4127;synthetic;train;3191;19;13607;77186.09
4128;synthetic;train;3338;17;53607;115206.12
4129;synthetic;train;1846;65;4414;139658.8
4130;synthetic;train;405;35;47326;68230.55
4131;synthetic;train;2995;51;14871;184371.01
4132;synthetic;train;3719;39;96460;264959.19
4133;synthetic;train;3761;5;50592;70434.73
4134;synthetic;train;1603;42;30994;108021.67
4135;synthetic;train;2123;42;18600;117247.44
4136;synthetic;train;1096;13;84360;102674.55
4137;synthetic;test;2573;33;39577;134066.96
4138;synthetic;test;300;25;92443;108296.58
4139;synthetic;train;119;13;84605;89929.02
4140;synthetic;train;1977;3;48977;55439.03
4141;synthetic;train;2849;29;38199;128952.66
4142;synthetic;test;2399;51;90292;240559.78
4143;synthetic;train;941;24;15540;40381.56
4144;synthetic;train;2526;45;34695;163126.23
4145;synthetic;train;2643;32;19549;111137.65
4146;synthetic;train;2051;37;40540;126743.06
4147;synthetic;train;1689;77;21598;176387.34
4148;synthetic;test;1048;48;4670;60114.09
4149;synthetic;train;554;48;50975;88685.38
4150;synthetic;train;2480;10;85388;113536.59
4151;synthetic;test;1845;14;31160;59131.23
4152;synthetic;test;864;38;46938;88321.71
4153;synthetic;train;1648;39;90794;172119.84
4154;synthetic;test;3644;42;96303;275282.25
4155;synthetic;train;3110;69;22565;270016.95
4156;synthetic;train;1666;30;9645;63305.06
4157;synthetic;train;285;53;42075;66737.0
4158;synthetic;test;3137;57;8517;207516.41
4159;synthetic;train;3185;42;56592;208889.69
4160;synthetic;train;3669;54;2228;220071.65
4161;synthetic;train;673;36;3720;29975.33
4162;synthetic;test;636;67;14279;65661.06
4163;synthetic;train;634;43;9117;39877.35
4164;synthetic;train;971;79;63147;170017.91
4165;synthetic;test;3661;30;61626;183787.68
4166;synthetic;train;906;32;17465;50070.36
4167;synthetic;train;3166;16;20472;73707.01
4168;synthetic;train;1762;37;31384;104989.26
4169;synthetic;train;1356;25;91270;134596.91
4170;synthetic;train;2205;78;98682;324630.2
4171;synthetic;train;2473;70;11074;209237.19
4172;synthetic;test;3607;41;71344;240487.95
4173;synthetic;test;932;9;88492;99711.48
4174;synthetic;train;1707;12;65848;89464.02
4175;synthetic;train;206;38;70443;88297.06
4176;synthetic;train;2737;39;36996;156292.12
4177;synthetic;train;3185;16;7463;60299.35
4178;synthetic;test;596;68;46990;104478.18
4179;synthetic;train;141;15;2807;5122.96
4180;synthetic;train;3094;39;6806;136809.98
4181;synthetic;train;840;52;59372;118355.04
4182;synthetic;train;3113;3;6940;16411.03
4183;synthetic;train;134;34;72715;86257.61
4184;synthetic;train;2519;18;65724;116586.52
4185;synthetic;train;2494;17;74992;123049.61
4186;synthetic;test;1604;5;39058;47813.88
4187;synthetic;train;2925;59;26842;223664.63
4188;synthetic;train;2876;33;46024;151848.57
4189;synthetic;train;329;84;83863;142848.21
4190;synthetic;train;740;48;78036;130130.04
4191;synthetic;test;1917;18;96856;138454.57
4192;synthetic;train;1021;29;37162;72063.65
4193;synthetic;train;3384;43;71969;239739.01
4194;synthetic;train;3424;78;85643;416470.43
4195;synthetic;test;3449;80;99103;445994.76
4196;synthetic;train;2443;12;11331;41751.64
4197;synthetic;train;3024;27;80450;173583.81
4198;synthetic;train;3551;55;76430;306458.05
4199;synthetic;test;1059;37;96515;150928.12
4200;synthetic;test;3104;18;93633;157088.19
4201;synthetic;train;1898;71;52149;218310.17
4202;synthetic;train;2294;14;33866;68411.74
4203;synthetic;test;2745;71;8886;231465.24
4204;synthetic;test;292;59;44709;73475.52
4205;synthetic;test;3224;6;34939;55214.57
4206;synthetic;train;134;60;85786;113658.09
4207;synthetic;test;595;28;84595;110346.28
4208;synthetic;train;157;80;88699;130169.14
4209;synthetic;test;580;12;69186;79117.41
4210;synthetic;test;38;43;6591;9364.6
4211;synthetic;train;2019;30;70649;141868.93
4212;synthetic;train;3346;42;64177;224881.93
4213;synthetic;train;2281;83;23090;248850.61
4214;synthetic;train;907;32;73670;112624.73
4215;synthetic;train;3287;24;10990;94164.33
4216;synthetic;train;2312;51;37477;173131.85
4217;synthetic;test;700;72;84654;164618.73
4218;synthetic;train;2840;49;26142;182172.22
4219;synthetic;train;1531;6;24982;34779.59
4220;synthetic;train;1711;37;8037;76571.69
4221;synthetic;test;3638;23;50921;142075.7
4222;synthetic;train;1767;40;84503;172260.25
4223;synthetic;test;2835;73;37905;282976.14
4224;synthetic;test;1007;36;56149;101872.2
4225;synthetic;train;1280;39;15092;70576.44
4226;synthetic;train;2218;60;52716;211907.34
4227;synthetic;test;3317;84;90560;441770.2
4228;synthetic;train;353;74;33370;72356.63
4229;synthetic;train;1716;35;28406;95718.47
4230;synthetic;train;3333;54;96697;313228.16
4231;synthetic;test;3627;36;72705;220904.44
4232;synthetic;train;1908;42;73964;171208.69
4233;synthetic;train;2617;77;77254;329879.65
4234;synthetic;train;2364;78;10238;224158.07
4235;synthetic;train;2900;33;43319;149668.12
4236;synthetic;train;2970;23;88364;166503.24
4237;synthetic;train;1899;30;32818;96274.05
4238;synthetic;train;1599;80;10264;160203.65
4239;synthetic;train;1930;71;47206;214616.89
4240;synthetic;train;2150;30;13621;82993.48
4241;synthetic;train;2429;78;52005;284102.04
4242;synthetic;train;1641;11;94473;116411.4
4243;synthetic;train;3302;76;35901;332247.43
4244;synthetic;train;2376;37;23465;120248.74
4245;synthetic;train;781;33;55340;89050.27
4246;synthetic;train;463;59;45776;85940.07
4247;synthetic;test;3348;24;5160;89376.14
4248;synthetic;train;1185;82;32200;154209.12
4249;synthetic;train;2674;71;28430;250522.3
4250;synthetic;train;2441;18;36221;83812.94
4251;synthetic;train;1125;57;87573;176591.96
4252;synthetic;train;959;25;82095;114259.2
4253;synthetic;train;1758;44;70574;165143.06
4254;synthetic;train;522;74;36522;90592.72
4255;synthetic;test;2502;37;75311;183857.54
4256;synthetic;train;2324;15;18784;55549.65
4257;synthetic;test;3334;44;27572;190162.47
4258;synthetic;train;544;11;91991;101525.8
4259;synthetic;test;3709;34;20164;156318.78
4260;synthetic;test;1591;12;54966;76716.16
4261;synthetic;train;2378;83;31886;269732.99
4262;synthetic;train;751;12;37717;48463.34
4263;synthetic;train;2284;6;75899;91294.45
4264;synthetic;train;1748;67;46361;189358.28
4265;synthetic;train;590;2;55687;57244.77
4266;synthetic;train;2049;69;87726;269564.2
4267;synthetic;test;612;27;20768;40038.27
4268;synthetic;train;405;1;8231;8664.79
4269;synthetic;train;1993;13;19468;46850.38
4270;synthetic;train;447;61;63568;108157.04
4271;synthetic;train;3656;10;20875;58818.37
4272;synthetic;train;1731;55;13008;120268.98
4273;synthetic;test;804;36;1800;32829.39
4274;synthetic;train;1502;64;52664;172474.35
4275;synthetic;train;1649;41;94679;181078.67
4276;synthetic;train;1977;45;93082;204250.27
4277;synthetic;test;598;9;44977;51816.95
4278;synthetic;train;1210;18;11950;35170.6
4279;synthetic;train;3336;52;69091;271844.74
4280;synthetic;train;448;29;62083;82035.26
4281;synthetic;train;2005;59;66948;212396.11
4282;synthetic;train;1570;66;25962;148411.92
4283;synthetic;train;304;77;2251;29633.32
4284;synthetic;train;1077;10;23183;34936.91
4285;synthetic;train;1500;11;46671;65244.78
4286;synthetic;train;3523;12;92659;139637.34
4287;synthetic;test;1562;50;44162;137271.68
4288;synthetic;train;1203;10;59334;73594.49
4289;synthetic;train;3483;44;59915;234677.5
4290;synthetic;train;2446;33;12060;98918.78
4291;synthetic;train;1926;73;31420;199471.56
4292;synthetic;train;3311;72;24480;300932.11
4293;synthetic;train;2185;63;49490;214436.66
4294;synthetic;test;2657;77;62727;314626.3
4295;synthetic;train;3184;68;81281;345292.41
4296;synthetic;train;3238;19;1835;65569.12
4297;synthetic;train;581;21;69010;86663.65
4298;synthetic;train;1937;40;907;84047.5
4299;synthetic;train;2598;31;76063;169308.86
4300;synthetic;train;428;25;5469;17119.75
4301;synthetic;train;1081;78;49083;160062.7
4302;synthetic;test;1670;23;26487;68578.54
4303;synthetic;train;2535;83;74673;341164.77
4304;synthetic;test;2800;40;9863;131263.02
4305;synthetic;train;2750;68;51044;274204.0
4306;synthetic;train;347;60;92107;135544.76
4307;synthetic;train;854;14;73885;89667.95
4308;synthetic;train;1260;61;70318;171503.04
4309;synthetic;train;1013;4;55597;60427.89
4310;synthetic;train;1549;72;35798;171723.21
4311;synthetic;test;948;73;73598;172300.18
4312;synthetic;train;2349;81;78300;321268.43
4313;synthetic;train;3291;68;40152;301897.77
4314;synthetic;test;236;52;76490;104360.56
4315;synthetic;test;3768;58;56844;310407.06
4316;synthetic;train;2187;10;737;23036.92
4317;synthetic;test;172;77;79032;117235.0
4318;synthetic;train;988;36;48362;92366.22
4319;synthetic;train;937;36;34767;75087.23
4320;synthetic;train;2640;64;9843;200793.58
4321;synthetic;train;1767;84;86850;286394.77
4322;synthetic;train;3016;62;432;208557.17
4323;synthetic;train;3701;62;88851;364484.7
4324;synthetic;test;3453;22;1381;80433.04
4325;synthetic;test;2504;39;2054;106788.64
4326;synthetic;train;1029;84;36337;147948.1
4327;synthetic;test;991;55;66480;139743.73
4328;synthetic;train;1262;72;58031;176586.93
4329;synthetic;train;609;28;84788;110969.64
4330;synthetic;train;339;2;65650;66769.79
4331;synthetic;train;1679;22;47204;89177.07
4332;synthetic;train;697;32;23390;49592.28
4333;synthetic;train;2228;57;91485;250665.74
4334;synthetic;train;257;28;26444;36580.91
4335;synthetic;train;2201;45;87747;208945.4
4336;synthetic;train;3492;65;19891;278514.82
4337;synthetic;test;154;76;94280;134750.25
4338;synthetic;train;951;4;68060;72807.82
4339;synthetic;train;2237;75;57535;264731.17
4340;synthetic;test;2889;67;979;218423.37
4341;synthetic;train;564;66;17937;64040.3
4342;synthetic;test;783;64;20450;81245.26
4343;synthetic;train;568;2;46944;48399.16
4344;synthetic;train;2419;62;90558;278157.94
4345;synthetic;train;2474;64;21060;202813.17
4346;synthetic;train;1293;26;6503;42264.39
4347;synthetic;train;3682;21;44867;128335.77
4348;synthetic;train;1356;4;90335;97014.86
4349;synthetic;train;834;9;34243;42916.3
4350;synthetic;train;546;84;18899;77998.05
4351;synthetic;train;1150;23;2639;30383.26
4352;synthetic;train;49;44;23272;29267.34
4353;synthetic;test;317;25;27407;38062.4
4354;synthetic;test;1611;84;30689;196977.17
4355;synthetic;train;2677;65;5066;200870.52
4356;synthetic;test;1905;38;50770;134908.52
4357;synthetic;train;652;40;12294;41986.3
4358;synthetic;test;3594;50;3451;199916.2
4359;synthetic;train;1921;78;74287;267670.42
4360;synthetic;test;1037;75;18552;112299.57
4361;synthetic;train;937;14;92300;110152.66
4362;synthetic;train;2724;44;66792;206614.26
4363;synthetic;train;983;6;84579;92251.93
4364;synthetic;test;3664;3;5168;16285.29
4365;synthetic;train;2126;4;72162;81704.09
4366;synthetic;train;3592;24;29435;121775.8
4367;synthetic;train;3281;30;24028;130233.96
4368;synthetic;train;320;71;92591;142939.58
4369;synthetic;train;298;68;15992;42830.74
4370;synthetic;test;527;33;43669;67150.27
4371;synthetic;train;3245;59;14458;229489.68
4372;synthetic;test;2219;74;66210;271199.15
4373;synthetic;train;872;11;45251;56724.11
4374;synthetic;train;1794;30;10926;68765.52
4375;synthetic;train;448;45;94431;131469.78
4376;synthetic;train;2272;37;93129;194939.0
4377;synthetic;test;2623;61;57527;248169.65
4378;synthetic;train;2898;43;62207;205970.68
4379;synthetic;test;2342;64;89835;278481.8
4380;synthetic;train;1118;59;3165;76855.89
4381;synthetic;train;2023;76;64519;258315.39
4382;synthetic;train;1017;51;35774;99013.55
4383;synthetic;train;1645;20;62477;100852.91
4384;synthetic;train;753;38;93925;137138.75
4385;synthetic;train;2878;35;96892;215869.3
4386;synthetic;train;53;81;35213;51042.53
4387;synthetic;train;3118;80;60176;364803.97
4388;synthetic;train;2319;63;23975;192378.19
4389;synthetic;test;676;29;47902;73370.64
4390;synthetic;train;2822;22;56478;125288.3
4391;synthetic;train;13;3;96674;97683.23
4392;synthetic;train;3231;73;32872;309335.29
4393;synthetic;train;1952;57;25415;153443.92
4394;synthetic;train;2828;59;40727;234227.82
4395;synthetic;train;1652;26;80335;132534.98
4396;synthetic;train;3750;84;77140;466056.25
4397;synthetic;train;1326;66;24440;128476.65
4398;synthetic;train;3406;23;40287;125041.07
4399;synthetic;train;354;7;39405;42844.95
4400;synthetic;train;2090;2;84617;89382.97
4401;synthetic;train;434;84;27169;78062.65
4402;synthetic;train;1440;14;82443;107046.16
4403;synthetic;train;2782;7;10560;30544.27
4404;synthetic;train;2314;73;10981;205526.38
4405;synthetic;train;840;46;10859;54479.15
4406;synthetic;train;1157;1;49916;51243.24
4407;synthetic;train;2717;35;25661;129853.14
4408;synthetic;train;1612;43;16572;93766.15
4409;synthetic;train;424;16;98530;110897.83
4410;synthetic;train;2747;11;30136;62087.69
4411;synthetic;train;1565;16;85165;115583.9
4412;synthetic;train;3574;21;1654;79641.85
4413;synthetic;test;1014;49;80850;149225.5
4414;synthetic;train;1290;23;24886;57751.86
4415;synthetic;train;10;2;42791;43096.85
4416;synthetic;train;2346;2;20028;24877.23
4417;synthetic;train;3457;84;64181;420474.33
4418;synthetic;train;1982;49;37049;149270.92
4419;synthetic;train;766;32;69995;103767.84
4420;synthetic;train;2517;57;60872;231827.83
4421;synthetic;train;229;53;88085;118370.3
4422;synthetic;train;2465;49;22395;157770.31
4423;synthetic;train;3011;38;26291;152005.31
4424;synthetic;train;1861;11;92640;116978.98
4425;synthetic;test;2669;28;79389;165596.76
4426;synthetic;train;205;33;65139;79862.28
4427;synthetic;train;90;60;81826;105896.04
4428;synthetic;train;2257;18;74909;121470.32
4429;synthetic;test;1288;62;62823;166057.65
4430;synthetic;train;354;9;1516;4801.66
4431;synthetic;test;273;26;2570;10228.72
4432;synthetic;train;3566;77;17260;335791.04
4433;synthetic;test;1183;63;66066;164531.12
4434;synthetic;train;2210;84;62980;297831.4
4435;synthetic;train;2543;43;52510;178343.4
4436;synthetic;test;1105;44;91818;158743.36
4437;synthetic;train;1432;12;59978;79982.5
4438;synthetic;train;2983;81;54216;348772.99
4439;synthetic;train;2994;22;42423;114098.19
4440;synthetic;train;1592;28;71616;125406.38
4441;synthetic;train;3357;28;13578;113582.4
4442;synthetic;train;3136;72;93492;374367.16
4443;synthetic;train;969;61;71563;153314.36
4444;synthetic;train;3002;68;95252;348899.88
4445;synthetic;train;1812;7;19228;32535.41
4446;synthetic;train;3369;71;1107;271671.86
4447;synthetic;train;1396;21;32068;64804.38
4448;synthetic;train;2427;43;48090;167871.95
4449;synthetic;train;1653;54;68305;179699.28
4450;synthetic;test;165;12;34117;37530.42
4451;synthetic;train;1655;84;89171;278591.8
4452;synthetic;train;2465;4;10069;20146.37
4453;synthetic;test;1737;50;66053;172661.53
4454;synthetic;train;539;75;49322;109297.8
4455;synthetic;train;2256;4;82449;92653.28
4456;synthetic;train;2063;19;31885;74496.19
4457;synthetic;test;1340;3;94214;99206.14
4458;synthetic;train;3051;75;35364;305734.27
4459;synthetic;train;2120;39;47549;142570.55
4460;synthetic;train;2237;38;77324;178512.78
4461;synthetic;test;223;17;89238;98338.73
4462;synthetic;train;3352;69;36875;306822.52
